"course_name","number_of_credits","course_code","main_field_of_study","program_title"
"Introduction to Studies in Mathematics",5,"1MA219","Mathematics G1N","Bachelor's Programme in Mathematics"
"Introduction to Sustainable Development",5,"1MV550","Sustainable Development A1N","Master's Programme in Sustainable Development"
"Introduction to Sustainable Energy Transition",15,"1GV169","Sustainable Energy Transition G1N","Bachelor's Programme in Energy Transition – Sustainability and Leadership"
"Introduction to the Bachelor Programme in Physics",5,"1FA606","Physics G1N","Bachelor's Programme in Physics – Astronomy"
"Introduction to the Bachelor Programme in Physics",5,"1FA606","Physics G1N","Bachelor's Programme in Physics – Physics"
"Introduction to the Bachelor Programme in Physics",5,"1FA606","Physics G1N","Bachelor's Programme in Physics – Geophysics"
"Introduction to the Bachelor Programme in Physics",5,"1FA606","Physics G1N","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Introduction to the Physics and Dynamics of the Earth",5,"1GE060","Earth Science G1N, Physics G1N","Bachelor's Programme in Physics – Astronomy"
"Introduction to the Physics and Dynamics of the Earth",5,"1GE060","Earth Science G1N, Physics G1N","Bachelor's Programme in Physics – Physics"
"Introduction to the Physics and Dynamics of the Earth",5,"1GE060","Earth Science G1N, Physics G1N","Bachelor's Programme in Physics – Geophysics"
"Introduction to the Physics and Dynamics of the Earth",5,"1GE060","Earth Science G1N, Physics G1N","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Introduction to the Physics and Dynamics of the Earth",5,"1GE060","Earth Science G1N, Physics G1N","Bachelor's Programme in Physics – Meteorology"
"Introduction to Water Engineering",15,"1HY200","Water Engineering A1N","Master's Programme in Water Engineering"
"Introductory Course for the Master Programme in Physics",5,"1FA002","Physics A1N","Master's Programme in Physics – Energy Physics"
"Introductory Course for the Master Programme in Physics",5,"1FA002","Physics A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Introductory Course for the Master Programme in Physics",5,"1FA002","Physics A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Introductory Course for the Master Programme in Physics",5,"1FA002","Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Inversion of Geophysical Data",10,"1GE016","Earth Science A1N, Physics A1N","Master's Programme in Physics – Geophysics"
"Investigative Methodologies for Engineers",5,"1TE780","Technology G2F","Bachelor's Programme in Biomedical Engineering"
"Investigative Methodologies for Engineers",5,"1TE780","Technology G2F","Bachelor's Programme in Construction Engineering"
"Investigative Methodologies for Engineers",5,"1TE780","Technology G2F","Bachelor's Programme in Mechanical Engineering"
"Investigative Methodologies for Engineers",5,"1TE780","Technology G2F","Bachelor's Programme in Sustainable Development in Industrial Engineering"
"IT and Society",15,"1DT012","Computer Science A1N, Human-Computer Interaction A1N, Technology A1N","Master's Programme in Computer Science"
"IT and Society",15,"1DT012","Computer Science A1N, Human-Computer Interaction A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"IT, Ethics and Organisation",5,"1MD004","Computer Science A1N, Human-Computer Interaction A1N","Bachelor's Programme in Computer Science"
"IT, Ethics and Organisation",5,"1MD004","Computer Science A1N, Human-Computer Interaction A1N","Master's Programme in Computer Science"
"IT, Ethics and Organisation",5,"1MD004","Computer Science A1N, Human-Computer Interaction A1N","Master's Programme in Computer and Information Engineering"
"IT, Sustainability and Social Responsibility",5,"1DL008","Computer Science A1N, Human-Computer Interaction A1N, Technology A1N","Master's Programme in Computer Science"
"IT, Sustainability and Social Responsibility",5,"1DL008","Computer Science A1N, Human-Computer Interaction A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Knowledge-Based Systems in Bioinformatics",5,"1MB416","Bioinformatics A1N, Technology A1N","Master's Programme in Bioinformatics – Biology Background"
"Knowledge-Based Systems in Bioinformatics",5,"1MB416","Bioinformatics A1N, Technology A1N","Master's Programme in Bioinformatics – Computer Science Background"
"Knowledge-Based Systems in Bioinformatics",5,"1MB416","Bioinformatics A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Laboratory Automation in Life Sciences",5,"3FF037","Pharmaceutical Sciences A1F","Master's Programme in Chemical Engineering"
"Landscape Development",10,"1GE143","Earth Science G1F","Bachelor's Programme in Earth Science – Earth Science"
"Language Abstractions for Concurrent and Parallel Programming",5,"1DL541","Computer Science A1F","Master's Programme in Embedded Systems"
"Large Language Models and Societal Consequences of Artificial Intelligence",5,"1RT730","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F","Master's Programme in Computer Science"
"Large Language Models and Societal Consequences of Artificial Intelligence",5,"1RT730","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F","Master's Programme in Computer and Information Engineering"
"Large Language Models and Societal Consequences of Artificial Intelligence",5,"1RT730","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F","Master's Programme in Data Science – Machine Learning and Statistics"
"Large Language Models and Societal Consequences of Artificial Intelligence",5,"1RT730","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F","Master's Programme in Data Science – Data Engineering"
"Large Language Models and Societal Consequences of Artificial Intelligence",5,"1RT730","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F","Master's Programme in Engineering Physics"
"Large Sociotechnical Systems",5,"5LH654","History of Science and Ideas A1N","Master's Programme in Energy Systems Engineering"
"Laser Spectroscopy",10,"1KB766","Chemistry A1F, Physics A1F","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Laser Spectroscopy",10,"1KB766","Chemistry A1F, Physics A1F","Master's Programme in Chemistry – Physical Chemistry"
"Laser Spectroscopy",10,"1KB766","Chemistry A1F, Physics A1F","Master's Programme in Quantum Technology"
"Leadership in a Global World",5,"1TS341","Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Engineering and Management"
"Leadership in a Global World",5,"1TS341","Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Management and Innovation"
"Leadership in Engineering",5,"1TE050","Technology G2F","Bachelor's Programme in Construction Engineering"
"Learning and Teaching Awareness in Physics",15,"1FA570","Physics A1N","Master's Programme in Physics – Energy Physics"
"Learning and Teaching Awareness in Physics",15,"1FA570","Physics A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Learning and Teaching Awareness in Physics",15,"1FA570","Physics A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Learning and Teaching Awareness in Physics",15,"1FA570","Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Lie Algebras",5,"1MA332","Mathematics A1F","Master's Programme in Mathematics – Mathematics"
"Lie Groups",5,"1MA333","Mathematics A1F","Master's Programme in Mathematics – Mathematics"
"Life and Interactions of Microorganisms",5,"1BG114","Biology G1F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Life Cycle Analysis for Energy and Materials",5,"1FA457","Physics A1N, Technology A1N","Master's Programme in Engineering Physics"
"Life Cycle Analysis for Energy and Materials",5,"1FA457","Physics A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Life Cycle Assessment for Environmental Engineering",5,"TN0313 SLU","Technology A1N, Environmental Science (main field of study at SLU) A1N","Master's Programme in Environmental and Water Engineering"
"Limnology",15,"1BG227","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Bachelor's Programme in Chemistry"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Bachelor's Programme in Computer Science"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Bachelor's Programme in Earth Science – Earth Science"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Bachelor's Programme in Mathematics"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Master's Programme in Chemical Engineering"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Master's Programme in Computer and Information Engineering"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Master's Programme in Industrial Engineering and Management"
"Linear Algebra and Geometry I",5,"1MA025","Mathematics G1F","Master's Programme in Sociotechnical Systems Engineering"
"Linear Algebra for Data Science",5,"1MA330","Data Science A1N, Mathematics A1N","Master's Programme in Computer Science"
"Linear Algebra for Data Science",5,"1MA330","Data Science A1N, Mathematics A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Linear Algebra for Data Science",5,"1MA330","Data Science A1N, Mathematics A1N","Master's Programme in Data Science – Data Engineering"
"Linear Algebra for Data Science",5,"1MA330","Data Science A1N, Mathematics A1N","Master's Programme in Image Analysis and Machine Learning"
"Linear Algebra for Data Science",5,"1MA330","Data Science A1N, Mathematics A1N","Master's Programme in Industrial Analytics"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Chemistry"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Computer Science"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Mathematics"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Physics – Astronomy"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Physics – Physics"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Physics – Geophysics"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Bachelor's Programme in Physics – Meteorology"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Computer and Information Engineering"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Electrical Engineering"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Energy Systems Engineering"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Engineering Physics"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Environmental and Water Engineering"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Industrial Engineering and Management"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Integrated Master's Programme in Materials Engineering"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Molecular Biotechnology Engineering"
"Linear Algebra II",5,"1MA024","Mathematics G1F","Master's Programme in Sociotechnical Systems Engineering"
"Linear Algebra III",5,"1MA026","Mathematics G1F","Bachelor's Programme in Mathematics"
"Literature Course in Sustainable Energy Transition",5,"1GV181","Sustainable Energy Transition G2F","Bachelor's Programme in Energy Transition – Sustainability and Leadership"
"Literature Project in Applied Biotechnology",5,"1BG356","Applied Biotechnology A1F","Master's Programme in Applied Biotechnology"
"Literature Project in Bioinformatics",5,"1MB782","Bioinformatics A1F","Master's Programme in Bioinformatics – Biology Background"
"Literature Project in Bioinformatics",10,"1MB783","Bioinformatics A1F","Master's Programme in Bioinformatics – Biology Background"
"Literature Project in Bioinformatics",5,"1MB782","Bioinformatics A1F","Master's Programme in Bioinformatics – Computer Science Background"
"Literature Project in Bioinformatics",10,"1MB783","Bioinformatics A1F","Master's Programme in Bioinformatics – Computer Science Background"
"Literature Project in Biology",5,"1BG229","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Logic and Automatic Control",5,"1TE683","Technology G2F","Bachelor's Programme in Biomedical Engineering"
"Logic and Automatic Control Systems",10,"1TG306","Technology G1F","Bachelor's Programme in Sustainable Development in Industrial Engineering"
"Logic and Proof Techniques I",5,"1MA027","Mathematics G1F","Bachelor's Programme in Computer Science"
"Logic and Proof Techniques I",5,"1MA027","Mathematics G1F","Bachelor's Programme in Mathematics"
"Logistics",5,"TN0365 SLU","Technology A1N","Master's Programme in Energy Systems Engineering"
"Logistics Systems Modelling and Optimisation",5,"1TE776","Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Analytics"
"Logistics Systems Modelling and Optimisation",5,"1TE776","Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Engineering and Management"
"Logistics Systems Modelling and Optimisation",5,"1TE776","Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Management and Innovation"
"Low-Level Parallel Programming",5,"1DT116","Computer Science A1N, Embedded Systems A1N, Technology A1N","Bachelor's Programme in Computer Science"
"Low-Level Parallel Programming",5,"1DT116","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Computer Science"
"Low-Level Parallel Programming",5,"1DT116","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Low-Level Parallel Programming",5,"1DT116","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Embedded Systems"
"Machine Elements",5,"1TE790","Technology G1F","Bachelor's Programme in Mechanical Engineering"
"Macroeconomic Theory",5,"2NE814","Economics A1N","Master's Programme in Computational Science"
"Macroeconomic Theory",5,"2NE814","Economics A1N","Master's Programme in Mathematics – Financial Mathematics"
"Macromolecules and Soft Materials: Synthesis, Properties and Characterisation",5,"1KB249","Chemistry A1N, Materials Science A1N","Master's Programme in Chemistry – Bio and Nano Materials"
"Macromolecules and Soft Materials: Synthesis, Properties and Characterisation",5,"1KB249","Chemistry A1N, Materials Science A1N","Master's Programme in Materials Science"
"Magnetic Materials",5,"1TM002","Materials Engineering A1N, Physics A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Magnetic Materials",5,"1TM002","Materials Engineering A1N, Physics A1N, Technology A1N","Master's Programme in Materials Engineering"
"Magnetic Materials",5,"1TM002","Materials Engineering A1N, Physics A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Magnetism",10,"1FA557","Materials Science A1N, Physics A1N","Master's Programme in Materials Science"
"Maintenance Programming",5,"1DL601","Computer Science A1F, Technology A1F","Master's Programme in Computer Science"
"Maintenance Programming",5,"1DL601","Computer Science A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Management",5,"2FE030","Business Studies GXX","Master's Programme in Energy Systems Engineering"
"Management",5,"2FE030","Business Studies GXX","Master's Programme in Molecular Biotechnology Engineering"
"Management and Maintenance of Buildings",10,"5KV779","Technology G2F","Bachelor's Programme in Construction Engineering"
"Management and Sustainable Business Development of Companies in the Tourism Industry",15,"1TG435","Sustainable Destination Development A1F","Master's Programme in Sustainable Destination Development"
"Management Systems and Leadership",10,"1TG236","Industrial Engineering and Management G1F","Bachelor's Programme in Leadership - Quality Management - Improvement – Distance"
"Management Systems and Leadership",10,"1TG236","Industrial Engineering and Management G1F","Bachelor's Programme in Leadership – Quality Management – Improvement"
"Management Systems, Life Cycle Analysis and Sustainability",10,"1TG292","Industrial Engineering and Management G1F","Bachelor's Programme in Energy Transition – Sustainability and Leadership"
"Managerial Accounting for Engineers",5,"FÖ0498 SLU","Business Studies GXX","Master's Programme in Energy Systems Engineering"
"Managing Sustainability in Global Industrial Companies",5,"1TE742","Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Engineering and Management"
"Managing Sustainability in Global Industrial Companies",5,"1TE742","Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Management and Innovation"
"Manufacturing Methodologies",10,"1TE631","Technology G1F","Bachelor's Programme in Mechanical Engineering"
"Manufacturing of Metal Powders",5,"1TM104","Materials Engineering A1N, Technology A1N","Master's Programme in Additive Manufacturing"
"Manufacturing of Metal Powders",5,"1TM104","Materials Engineering A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Marine Biology",15,"1BG217","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Market Operations in Electric Power Systems",5,"1TE733","Renewable Electricity Production A1N","Master's Programme in Renewable Electricity Production"
"Marketing for Industrial Companies",5,"1TE685","Industrial Engineering and Management A1F","Master's Programme in Industrial Management and Innovation"
"Markov Processes",10,"1MS012","Mathematics A1N","Bachelor's Programme in Mathematics"
"Markov Processes",10,"1MS012","Mathematics A1N","Master's Programme in Computational Science"
"Markov Processes",10,"1MS012","Mathematics A1N","Master's Programme in Mathematics – Financial Mathematics"
"Markov Processes",10,"1MS012","Mathematics A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Material Synthesis and Characterisation",10,"1KB280","Chemistry A1N, Materials Science A1N","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Material Synthesis and Characterisation",10,"1KB280","Chemistry A1N, Materials Science A1N","Master's Programme in Materials Science"
"Materials Analysis at Large-Scale Research Infrastructures",5,"1KB288","Chemistry A1F, Materials Engineering A1F, Technology A1F","Master's Programme in Chemical Engineering"
"Materials Analysis at Large-Scale Research Infrastructures",5,"1KB288","Chemistry A1F, Materials Engineering A1F, Technology A1F","Master's Programme in Materials Engineering"
"Materials Analysis at Large-Scale Research Infrastructures",5,"1KB288","Chemistry A1F, Materials Engineering A1F, Technology A1F","Integrated Master's Programme in Materials Engineering"
"Materials Analysis for Batteries",10,"1KB732","Chemistry A1N","Master's Programme in Battery Technology and Energy Storage"
"Materials and Manufacturing Processes I",5,"1KB281","Chemistry A1F, Technology A1F","Master's Programme in Chemical Engineering"
"Materials and Manufacturing Processes I",5,"1KB281","Chemistry A1F, Technology A1F","Integrated Master's Programme in Materials Engineering"
"Materials and Sustainable Development",10,"1KB268","Chemistry A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Materials and Sustainable Development",5,"1TM115","Materials Engineering A1N","Master's Programme in Materials Engineering"
"Materials Chemistry",10,"1KB210","Chemistry G2F, Technology G2F","Bachelor's Programme in Chemistry"
"Materials Chemistry",5,"1KB230","Chemistry A1N, Materials Engineering A1N","Master's Programme in Additive Manufacturing"
"Materials Chemistry",10,"1KB210","Chemistry G2F, Technology G2F","Master's Programme in Chemical Engineering"
"Materials Chemistry",10,"1KB210","Chemistry G2F, Technology G2F","Integrated Master's Programme in Materials Engineering"
"Materials Chemistry for Additive Manufacturing",5,"1KB233","Chemistry A1F, Materials Engineering A1F","Master's Programme in Additive Manufacturing"
"Materials Chemistry for Batteries",10,"1KB723","Chemistry A1N","Master's Programme in Battery Technology and Energy Storage"
"Materials Development",5,"1TM141","Chemistry G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Materials for Sustainability",5,"1KB279","Materials Science A1N","Master's Programme in Materials Science"
"Materials in Energy Systems I",5,"1TE024","Chemistry A1N, Materials Engineering A1N, Physics A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Materials in Energy Systems I",5,"1TE024","Chemistry A1N, Materials Engineering A1N, Physics A1N, Technology A1N","Master's Programme in Materials Engineering"
"Materials in Energy Systems I",5,"1TE024","Chemistry A1N, Materials Engineering A1N, Physics A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Materials in Energy Systems II",5,"1TE071","Chemistry A1F, Materials Engineering A1F, Physics A1F, Technology A1F","Master's Programme in Chemical Engineering"
"Materials in Energy Systems II",5,"1TE071","Chemistry A1F, Materials Engineering A1F, Physics A1F, Technology A1F","Master's Programme in Materials Engineering"
"Materials in Energy Systems II",5,"1TE071","Chemistry A1F, Materials Engineering A1F, Physics A1F, Technology A1F","Integrated Master's Programme in Materials Engineering"
"Materials Science for Biomedical Engineering",5,"1TE758","Technology G1N","Bachelor's Programme in Biomedical Engineering"
"Materials Synthesis",5,"1KB286","Chemistry A1F, Technology A1F","Master's Programme in Chemical Engineering"
"Mathematical Logic",10,"1MA213","Computer Science G2F, Mathematics G2F","Bachelor's Programme in Mathematics"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Bachelor's Programme in Mathematics"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Bachelor's Programme in Physics – Astronomy"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Bachelor's Programme in Physics – Physics"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Bachelor's Programme in Physics – Geophysics"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Bachelor's Programme in Physics – Meteorology"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Master's Programme in Engineering Physics"
"Mathematical Methods of Physics",5,"1FA121","Mathematics G1F, Physics G1F","Integrated Master's Programme in Materials Engineering"
"Mathematical Methods of Physics II",10,"1FA155","Physics A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Mathematical Modelling of Football",5,"1RT001","Computer Science A1N, Data Science A1N, Image Analysis and Machine Learning A1N, Mathematics A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Mathematical Modelling of Football",5,"1RT001","Computer Science A1N, Data Science A1N, Image Analysis and Machine Learning A1N, Mathematics A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Mathematical Statistics KF",5,"1MS029","Mathematics G1F","Bachelor's Programme in Physics – Astronomy"
"Mathematical Statistics KF",5,"1MS029","Mathematics G1F","Bachelor's Programme in Physics – Physics"
"Mathematical Statistics KF",5,"1MS029","Mathematics G1F","Bachelor's Programme in Physics – Geophysics"
"Mathematical Statistics KF",5,"1MS029","Mathematics G1F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Mathematics and Statistics for Biologists",10,"1MA071","Mathematics G1F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Mathematics Project with LaTeX",5,"1MA193","Mathematics G2F","Bachelor's Programme in Mathematics"
"Measurement Techniques for Energy Systems",5,"1FA591","Physics A1N, Technology A1N","Master's Programme in Energy Systems Engineering"
"Measuring Techniques",5,"1FA513","Physics G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Mechanics",5,"1FA104","Physics G1F, Technology G1F","Bachelor's Programme in Mathematics"
"Mechanics",5,"1FA104","Physics G1F, Technology G1F","Master's Programme in Chemical Engineering"
"Mechanics",5,"1FA104","Physics G1F, Technology G1F","Master's Programme in Electrical Engineering"
"Mechanics",5,"1FA104","Physics G1F, Technology G1F","Master's Programme in Industrial Engineering and Management"
"Mechanics",5,"1FA104","Physics G1F, Technology G1F","Master's Programme in Molecular Biotechnology Engineering"
"Mechanics",5,"1FA104","Physics G1F, Technology G1F","Master's Programme in Sociotechnical Systems Engineering"
"Mechanics Basic Course",10,"1FA105","Physics G1F, Technology G1F","Master's Programme in Energy Systems Engineering"
"Mechanics Basic Course",10,"1FA105","Physics G1F, Technology G1F","Master's Programme in Engineering Physics"
"Mechanics Basic Course",10,"1FA105","Physics G1F, Technology G1F","Master's Programme in Environmental and Water Engineering"
"Mechanics Basic Course",10,"1FA105","Physics G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Mechanics HI",5,"1FA518","Physics G1F, Technology G1F","Bachelor's Programme in Biomedical Engineering"
"Mechanics HI",5,"1FA518","Physics G1F, Technology G1F","Bachelor's Programme in Electrical Engineering"
"Mechanics HI",5,"1FA518","Physics G1F, Technology G1F","Bachelor's Programme in Mechanical Engineering"
"Mechanics HI",5,"1FA518","Physics G1F, Technology G1F","Bachelor's Programme in Sustainable Development in Industrial Engineering"
"Mechanics II",5,"1FA102","Physics G1F, Technology G1F","Master's Programme in Energy Systems Engineering"
"Mechanics II",5,"1FA102","Physics G1F, Technology G1F","Master's Programme in Environmental and Water Engineering"
"Mechanics II",5,"1FA102","Physics G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Bachelor's Programme in Mathematics"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Bachelor's Programme in Physics – Astronomy"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Bachelor's Programme in Physics – Physics"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Bachelor's Programme in Physics – Geophysics"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Bachelor's Programme in Physics – Meteorology"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Master's Programme in Engineering Physics"
"Mechanics III",5,"1FA103","Physics G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Mechanics KF",15,"1FA602","Physics G1N","Bachelor's Programme in Physics – Astronomy"
"Mechanics KF",15,"1FA602","Physics G1N","Bachelor's Programme in Physics – Physics"
"Mechanics KF",15,"1FA602","Physics G1N","Bachelor's Programme in Physics – Geophysics"
"Mechanics KF",15,"1FA602","Physics G1N","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Medical Informatics",5,"1MD026","Computer Science G2F, Human-Computer Interaction G2F","Bachelor's Programme in Biomedical Engineering"
"Medical Informatics",5,"1MD030","Computer Science A1F, Human-Computer Interaction A1F","Master's Programme in Computer Science"
"Medical Informatics",5,"1MD030","Computer Science A1F, Human-Computer Interaction A1F","Master's Programme in Computer and Information Engineering"
"Medical Instrumentation",5,"1TE786","Technology G1F","Bachelor's Programme in Biomedical Engineering"
"Medical Physics and Engineering",10,"1FA607","Physics G1F, Technology G1F","Bachelor's Programme in Biomedical Engineering"
"Medical Physics and Engineering",5,"3MG050","Technology G2F","Master's Programme in Engineering Physics"
"Medicinal Chemistry",5,"3FK150","Pharmaceutical Chemistry G2F","Master's Programme in Chemical Engineering"
"MEMS for Applications in Life Science",5,"1TM132","Materials Engineering A1F, Technology A1F","Master's Programme in Chemical Engineering"
"MEMS for Applications in Life Science",5,"1TM132","Materials Engineering A1F, Technology A1F","Master's Programme in Materials Engineering"
"MEMS for Applications in Life Science",5,"1TM132","Materials Engineering A1F, Technology A1F","Integrated Master's Programme in Materials Engineering"
"Metamorphic and Metasomatic Processes",5,"1MP037","Earth Science A1F","Master's Programme in Earth Science – Geology"
"Meteorological Project Work",10,"1ME436","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology and Climate Physics"
"Meteorological Project Work",15,"1ME426","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology and Climate Physics"
"Meteorological Project Work",10,"1ME436","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology"
"Meteorological Project Work",15,"1ME426","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology"
"Meteorology in Practice",15,"1ME414","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology and Climate Physics"
"Meteorology in Practice",15,"1ME414","Earth Science A1F, Physics A1F","Master's Programme in Physics – Meteorology"
"Meteorology, Hydrology and Environmental Measurement Techniques",15,"1TV015","Earth Science G2F, Physics G2F, Technology G2F","Master's Programme in Environmental and Water Engineering"
"Methods in Biotechnology",5,"1KB426","Biology G1F, Chemistry G1F, Technology G1F","Master's Programme in Molecular Biotechnology Engineering"
"Micro- and Nanotechnology I",5,"1TE015","Materials Engineering A1N, Quantum Technology A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Micro- and Nanotechnology I",5,"1TE015","Materials Engineering A1N, Quantum Technology A1N, Technology A1N","Master's Programme in Engineering Physics"
"Micro- and Nanotechnology I",5,"1TE015","Materials Engineering A1N, Quantum Technology A1N, Technology A1N","Master's Programme in Materials Engineering"
"Micro- and Nanotechnology I",5,"1TE015","Materials Engineering A1N, Quantum Technology A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Micro- and Nanotechnology I",5,"1TE015","Materials Engineering A1N, Quantum Technology A1N, Technology A1N","Master's Programme in Quantum Technology"
"Micro- and Nanotechnology II",5,"1TE018","Materials Engineering A1F, Technology A1F","Master's Programme in Chemical Engineering"
"Micro- and Nanotechnology II",5,"1TE018","Materials Engineering A1F, Technology A1F","Master's Programme in Materials Engineering"
"Micro- and Nanotechnology II",5,"1TE018","Materials Engineering A1F, Technology A1F","Integrated Master's Programme in Materials Engineering"
"Micro- and Nanotechnology II",5,"1TE018","Materials Engineering A1F, Technology A1F","Master's Programme in Quantum Technology"
